Component,individualID,climbID,microchipID,birthID,matingID,individualIdSource,materialOrigin,sex,species,generation,dateBirth,ageDeath,ageDeathUnits,brainWeight,rodentWeight,rodentDiet,bedding,room,waterpH,treatmentDose,treatmentType,stockNumber,genotype,genotypeBackground,modelSystemName,strainOfficialName,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay
IndividualAnimalMODEL-ADMetadataTemplate,TMF20558,13129,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20558lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20558,13129,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20558lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20558,13129,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20558lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20558,13129,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20558lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20558,13129,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-B,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20558,13129,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-R,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20559,13130,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,TMF20559lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,TMF20559,13130,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,TMF20559lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20559,13130,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,TMF20559p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20559,13130,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,Pool-F,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20559,13130,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/6/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,Pool-V,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20587,13134,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20587lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,TMF20587,13134,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20587lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20587,13134,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20587p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20587,13134,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20587lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20587,13134,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20587lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20587,13134,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20587lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20587,13134,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20587lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20587,13134,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-B,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20587,13134,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-R,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20588,13133,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,TMF20588lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,TMF20588,13133,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,TMF20588lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20588,13133,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,TMF20588p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20588,13133,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,Pool-F,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20588,13133,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,Pool-V,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20589,13132,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20589lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,TMF20589,13132,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20589lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20589,13132,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20589lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20589,13132,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20589lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20589,13132,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20589lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20589,13132,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20589lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20589,13132,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-B,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20589,13132,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-R,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20590,13131,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20590lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,TMF20590,13131,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20590lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20590,13131,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20590p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20590,13131,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20590lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20590,13131,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20590lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20590,13131,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20590lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20590,13131,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20590lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20590,13131,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-B,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20590,13131,NA,NA,NA,UCI_TMF,UCI_TMF,male,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-R,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20591,13135,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20591lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,TMF20591,13135,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20591lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20591,13135,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20591p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20591,13135,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20591lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20591,13135,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20591lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20591,13135,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20591lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20591,13135,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20591lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20591,13135,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-A,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20591,13135,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-Q,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20592,13136,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20592lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,TMF20592,13136,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20592lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20592,13136,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20592p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20592,13136,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20592lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20592,13136,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20592lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20592,13136,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20592lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20592,13136,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20592lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20592,13136,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-A,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20592,13136,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,Pool-Q,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20593,13137,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,TMF20593lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,TMF20593,13137,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,TMF20593lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20593,13137,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,Pool-E,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20593,13137,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,Pool-U,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,TMF20594,13138,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20594lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,TMF20594,13138,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20594lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20594,13138,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20594lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,TMF20594,13138,NA,NA,NA,UCI_TMF,UCI_TMF,female,Mouse,N1,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,34848,5XFAD_carrier,C57BL6J,5XFAD,NA,TMF20594lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
