Component,individualID,climbID,microchipID,birthID,matingID,individualIdSource,materialOrigin,sex,species,generation,dateBirth,ageDeath,ageDeathUnits,brainWeight,rodentWeight,rodentDiet,bedding,room,waterpH,treatmentDose,treatmentType,stockNumber,genotype,genotypeBackground,modelSystemName,strainOfficialName,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay
IndividualAnimalMODEL-ADMetadataTemplate,9715,11296,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9715p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9715,11296,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-G,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9715,11296,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-W,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9713,11294,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9713lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9713,11294,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9713lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9713,11294,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9713p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9713,11294,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-G,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9713,11294,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-W,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9712,11293,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9712lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9712,11293,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9712lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9712,11293,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9712p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9712,11293,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-G,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9712,11293,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-W,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9704,11285,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9704lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9704,11285,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9704lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9704,11285,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9704p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9704,11285,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-H,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9704,11285,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-X,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9702,11283,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9702lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9702,11283,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9702lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9702,11283,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9702p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9702,11283,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-H,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9702,11283,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-X,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9701,11282,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9701lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9701,11282,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9701lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9701,11282,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9701p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9701,11282,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9701lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9701,11282,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9701lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9701,11282,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9701lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9701,11282,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9701lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9701,11282,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-D,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9701,11282,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-T,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9700,11281,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9700lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9700,11281,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9700lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9700,11281,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9700p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9700,11281,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-H,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9700,11281,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-X,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9699,11280,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9699lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9699,11280,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9699lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9699,11280,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9699p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9699,11280,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-H,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9699,11280,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-X,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9698,11279,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9698lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9698,11279,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9698lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9698,11279,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9698p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9698,11279,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-H,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9698,11279,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-X,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9697,11278,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9697lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9697,11278,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9697lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9697,11278,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9697p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9697,11278,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-H,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9697,11278,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-X,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9635,11209,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9635lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9635,11209,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9635lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9635,11209,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9635p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9635,11209,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9635lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9635,11209,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9635lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9635,11209,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9635lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9635,11209,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9635lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9635,11209,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-D,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9635,11209,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-T,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9634,11208,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9634lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9634,11208,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9634lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9634,11208,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9634p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9634,11208,NA,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9634lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
